year,month,day,genesis,hyundai,kia,lexus,toyota,bmw,benz,,,,,,
2022,7,10,348.0932064,371.2645033,351.0853437,219.4416274,368.1255933,371.431268,377.3004242,,,,,,
2022,7,15,347.7090915,371.3618709,350.9530877,219.4416274,369.1518716,371.2204104,377.5181033,,,,,,
2022,7,20,349.2184202,372.1879537,351.8238887,219.9493718,370.2746144,371.2204104,377.3004242,,,,,,
2022,7,25,350.7277488,373.0140365,352.6946898,220.4571162,371.3973572,371.2204104,377.0827451,,,,,,
2022,8,1,352.8875781,374.1747063,354.0241959,222.1916326,372.4600911,372.7388986,377.0875122,,,,,,
2022,8,5,354.6624485,374.897455,355.0968056,222.1916326,373.4875757,372.7388986,376.6865767,,,,,,
2022,8,10,356.4373189,375.6202037,356.1694154,222.1916326,374.5150602,372.7388986,376.2856412,,,,,,
2022,8,15,357.1356504,375.8016972,356.8704204,221.5721414,374.9322545,372.5905763,375.9578613,,,,,,
2022,8,20,358.0927721,375.8016972,357.1869375,221.1678808,375.4120372,372.1105257,375.2957467,,,,,,
2022,8,25,359.0498939,375.8016972,357.5034546,220.7636202,375.8918198,371.6304751,374.6336321,,,,,,
2022,9,1,359.4480573,375.5842416,357.5034546,220.6840107,375.836652,371.0817566,374.4850477,,,,,,
2022,9,5,359.4480573,375.5842416,357.5034546,220.1703299,375.8918198,370.3386457,373.3760038,,,,,,
2022,9,10,359.4480573,375.5842416,357.5034546,219.6566491,375.9469876,369.5955349,372.26696,,,,,,
2022,9,15,358.4473201,375.854175,357.024611,219.5151476,375.9344932,369.1174385,370.7887083,,,,,,
2022,9,20,357.9171688,376.3156511,357.024611,218.5994769,375.9469876,368.3949715,369.7505276,,,,,,
2022,9,25,357.3870175,376.7771272,357.024611,217.6838061,375.9594821,367.6725045,368.7123469,,,,,,
2022,10,1,357.4600411,377.8916221,357.6198229,217.1404365,375.9594821,367.2935832,368.8505511,,,,,,
2022,10,5,356.7973009,377.8916221,357.6198229,215.5919763,375.9594821,366.7263107,368.1851004,,,,,,
2022,10,10,356.1345607,377.8916221,357.6198229,214.0435162,375.9594821,366.1590383,367.5196498,,,,,,
2022,10,15,355.6805913,377.8434655,356.9006359,213.0011112,375.354923,366.5258486,367.6258791,,,,,,
2022,10,20,354.6034679,376.9546732,355.7392335,210.857176,373.9539654,365.5586093,366.4232743,,,,,,
2022,10,25,353.5263444,376.0658809,354.5778311,208.7132408,372.5530078,364.59137,365.2206695,,,,,,
